date,compartment,y_025,y_25,y_median,y_mean,y_75,y_975,scenario,country,iso3c,report_date,version,death_calibrated
2020-02-17,hospital_demand,0,0,0,0,0,0,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,ICU_demand,0,0,0,0,0,0,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,infections,0,0,0,0,0,0,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,prevalence,5,5,5,5,5,5,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,cumulative_infections,0,0,0,0,0,0,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,Rt,4.94,4.97,5,4.97,5.03,5.06,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,Reff,4.94,4.97,5,4.97,5.03,5.06,Additional 50% Reduction,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,hospital_demand,0,0,0,0,0,0,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,ICU_demand,0,0,0,0,0,0,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,infections,0,0,0,0,0,0,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,prevalence,5,5,5,5,5,5,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,cumulative_infections,0,0,0,0,0,0,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,Rt,4.94,4.97,5,4.97,5.03,5.06,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,Reff,4.94,4.97,5,4.97,5.03,5.06,Maintain Status Quo,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,hospital_demand,0,0,0,0,0,0,Relax Interventions 50%,Serbia,SRB,2021-05-10,v8,TRUE
2020-02-17,ICU_demand,0,0,0,0,0,0,Relax Interventions 50%,Serbia,SRB,2021-05-10,v8,TRUE
